frame,box_area,area_ratio,block_diff,status,is_approaching,overtake_chance,overtake_status,duration_penalty,size_score,speed_score
79,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
80,4125,1.0,-91.39999999999964,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
81,4125,1.0,-91.39999999999964,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
82,4125,1.0,-91.39999999999964,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
83,4125,1.0,-91.39999999999964,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
84,4125,1.0,-91.39999999999964,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
85,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
86,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
87,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
88,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
89,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
90,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
91,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
92,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
93,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
94,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
95,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
96,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
97,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
98,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
99,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
100,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
101,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
102,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
103,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
104,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
105,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
106,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
107,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
108,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
109,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
110,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
111,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
112,4125,1.0,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
113,4582,1.1107878787878789,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
114,4582,1.1107878787878789,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
115,4125,1.0443151515151516,182.80000000000018,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
116,4125,1.0,182.80000000000018,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
117,4582,1.1107878787878789,182.80000000000018,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
118,4582,1.1107878787878789,182.80000000000018,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
119,4125,1.0,182.80000000000018,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
120,4582,1.0664727272727272,91.39999999999964,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
121,4582,1.1107878787878789,91.39999999999964,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
122,4582,1.1107878787878789,91.39999999999964,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
123,4582,1.1107878787878789,91.39999999999964,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
124,4582,1.1107878787878789,91.39999999999964,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
125,4582,1.1107878787878789,182.80000000000018,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
126,4582,1.1107878787878789,182.80000000000018,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
127,4582,1.1107878787878789,182.80000000000018,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
128,4582,1.1107878787878789,182.80000000000018,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
129,4582,1.1107878787878789,182.80000000000018,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
130,4582,1.1107878787878789,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
131,4582,1.1107878787878789,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
132,4582,1.1107878787878789,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
133,4582,1.1107878787878789,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
134,4582,1.1107878787878789,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
135,4582,1.1107878787878789,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
136,4582,1.1107878787878789,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
137,4582,1.1107878787878789,0.0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
138,5063,1.2273939393939395,0.0,📉 MOVING AWAY,False,1,🔒 NO OVERTAKE OPPORTUNITY,0.0,1.3696969696969765,0.0
139,5063,1.2273939393939395,0.0,📉 MOVING AWAY,False,2,🔒 NO OVERTAKE OPPORTUNITY,0.0,1.3696969696969765,0.0
140,5063,1.1807515151515153,288.60000000000036,📈 APPROACHING,True,2,🔒 NO OVERTAKE OPPORTUNITY,0.0,0.0,0.0
141,5063,1.2273939393939395,288.60000000000036,📈 APPROACHING,True,3,🔒 NO OVERTAKE OPPORTUNITY,0.0,1.3696969696969765,0.0
142,5063,1.2273939393939395,288.60000000000036,📈 APPROACHING,True,4,🔒 NO OVERTAKE OPPORTUNITY,0.0,1.3696969696969765,0.0
143,5063,1.2273939393939395,288.60000000000036,📈 APPROACHING,True,5,🔒 NO OVERTAKE OPPORTUNITY,0.0,1.3696969696969765,0.0
144,5568,1.3498181818181818,288.60000000000036,📈 APPROACHING,True,10,👀 WATCHING FOR OVERTAKE,0.0,7.490909090909092,30.0
145,5568,1.2763636363636364,394.39999999999964,📈 APPROACHING,True,11,👀 WATCHING FOR OVERTAKE,0.0,3.818181818181821,0.0
146,5568,1.3498181818181818,394.39999999999964,📈 APPROACHING,True,16,👀 WATCHING FOR OVERTAKE,0.0,7.490909090909092,30.0
147,5568,1.3498181818181818,394.39999999999964,📈 APPROACHING,True,20,👀 WATCHING FOR OVERTAKE,0.0,7.490909090909092,30.0
148,5568,1.3498181818181818,394.39999999999964,📈 APPROACHING,True,24,👀 WATCHING FOR OVERTAKE,0.0,7.490909090909092,30.0
149,5568,1.3498181818181818,394.39999999999964,📈 APPROACHING,True,28,📉 LOW OVERTAKE CHANCE,0.0,7.490909090909092,30.0
150,5568,1.3498181818181818,303.0,📈 APPROACHING,True,33,📉 LOW OVERTAKE CHANCE,0.0,7.490909090909092,30.0
151,5063,1.2273939393939395,303.0,📈 APPROACHING,True,33,📉 LOW OVERTAKE CHANCE,0.0,1.3696969696969765,0.0
152,5568,1.3498181818181818,303.0,📈 APPROACHING,True,38,📉 LOW OVERTAKE CHANCE,0.0,7.490909090909092,30.0
153,5568,1.3498181818181818,303.0,📈 APPROACHING,True,43,📉 LOW OVERTAKE CHANCE,0.0,7.490909090909092,30.0
154,6097,1.478060606060606,303.0,📈 APPROACHING,True,44,📉 LOW OVERTAKE CHANCE,0.0,13.903030303030306,30.0
155,6097,1.376630303030303,110.60000000000036,📈 APPROACHING,True,48,⚡ MEDIUM OVERTAKE CHANCE,2.5,8.831515151515157,30.0
156,6097,1.478060606060606,110.60000000000036,📈 APPROACHING,True,50,⚡ MEDIUM OVERTAKE CHANCE,2.5,13.903030303030306,30.0
157,6097,1.478060606060606,110.60000000000036,📈 APPROACHING,True,51,⚡ MEDIUM OVERTAKE CHANCE,2.5,13.903030303030306,30.0
158,6097,1.478060606060606,110.60000000000036,📈 APPROACHING,True,53,⚡ MEDIUM OVERTAKE CHANCE,2.5,13.903030303030306,30.0
159,6097,1.478060606060606,110.60000000000036,📈 APPROACHING,True,54,⚡ MEDIUM OVERTAKE CHANCE,2.5,13.903030303030306,30.0
160,6720,1.5082666666666666,543.0,📈 APPROACHING,True,53,⚡ MEDIUM OVERTAKE CHANCE,5.0,0.2755555555555548,30.0
161,6720,1.6290909090909091,543.0,📈 APPROACHING,True,57,⚡ MEDIUM OVERTAKE CHANCE,5.0,4.303030303030305,30.0
162,6720,1.6290909090909091,543.0,📈 APPROACHING,True,56,⚡ MEDIUM OVERTAKE CHANCE,5.0,4.303030303030305,30.0
163,6720,1.6290909090909091,543.0,📈 APPROACHING,True,55,⚡ MEDIUM OVERTAKE CHANCE,5.0,4.303030303030305,30.0
164,6720,1.6290909090909091,543.0,📈 APPROACHING,True,54,⚡ MEDIUM OVERTAKE CHANCE,5.0,4.303030303030305,30.0
165,6720,1.6290909090909091,498.39999999999964,📈 APPROACHING,True,53,⚡ MEDIUM OVERTAKE CHANCE,7.5,4.303030303030305,30.0
166,7474,1.8118787878787879,498.39999999999964,📈 APPROACHING,True,52,⚡ MEDIUM OVERTAKE CHANCE,7.5,10.395959595959596,30.0
167,7474,1.8118787878787879,498.39999999999964,📈 APPROACHING,True,51,⚡ MEDIUM OVERTAKE CHANCE,7.5,10.395959595959596,30.0
168,7474,1.8118787878787879,498.39999999999964,📈 APPROACHING,True,50,⚡ MEDIUM OVERTAKE CHANCE,7.5,10.395959595959596,30.0
169,7474,1.8118787878787879,498.39999999999964,📈 APPROACHING,True,49,⚡ MEDIUM OVERTAKE CHANCE,7.5,10.395959595959596,30.0
170,8162,1.8452363636363638,891.6000000000004,📈 APPROACHING,True,50,⚡ MEDIUM OVERTAKE CHANCE,10.0,11.507878787878793,30.0
171,7474,1.8118787878787879,891.6000000000004,📈 APPROACHING,True,50,⚡ MEDIUM OVERTAKE CHANCE,10.0,10.395959595959596,30.0
172,7474,1.8118787878787879,891.6000000000004,📈 APPROACHING,True,50,⚡ MEDIUM OVERTAKE CHANCE,10.0,10.395959595959596,30.0
173,7474,1.8118787878787879,891.6000000000004,📈 APPROACHING,True,50,⚡ MEDIUM OVERTAKE CHANCE,10.0,10.395959595959596,30.0
174,7474,1.8118787878787879,891.6000000000004,📈 APPROACHING,True,50,⚡ MEDIUM OVERTAKE CHANCE,10.0,10.395959595959596,30.0
175,8162,1.8452363636363638,0.0,📉 MOVING AWAY,False,48,⚡ MEDIUM OVERTAKE CHANCE,0.0,11.507878787878793,0.0
176,8162,1.9786666666666666,0.0,📉 MOVING AWAY,False,45,⚡ MEDIUM OVERTAKE CHANCE,0.0,15.955555555555554,0.0
177,8162,1.9786666666666666,0.0,📉 MOVING AWAY,False,42,📉 LOW OVERTAKE CHANCE,0.0,15.955555555555554,0.0
178,8162,1.9786666666666666,0.0,📉 MOVING AWAY,False,39,📉 LOW OVERTAKE CHANCE,0.0,15.955555555555554,0.0
179,8162,1.9786666666666666,0.0,📉 MOVING AWAY,False,37,📉 LOW OVERTAKE CHANCE,0.0,15.955555555555554,0.0
180,8162,1.9786666666666666,550.3999999999996,📈 APPROACHING,True,37,📉 LOW OVERTAKE CHANCE,0.0,15.955555555555554,30.0
181,8162,1.9786666666666666,550.3999999999996,📈 APPROACHING,True,38,📉 LOW OVERTAKE CHANCE,0.0,15.955555555555554,30.0
182,8162,1.9786666666666666,550.3999999999996,📈 APPROACHING,True,38,📉 LOW OVERTAKE CHANCE,0.0,15.955555555555554,30.0
183,8162,1.9786666666666666,550.3999999999996,📈 APPROACHING,True,39,📉 LOW OVERTAKE CHANCE,0.0,15.955555555555554,30.0
184,8162,1.9786666666666666,550.3999999999996,📈 APPROACHING,True,39,📉 LOW OVERTAKE CHANCE,0.0,15.955555555555554,30.0
185,8162,1.9786666666666666,0.0,📉 MOVING AWAY,False,40,📉 LOW OVERTAKE CHANCE,0.0,15.955555555555554,0.0
186,8162,1.9786666666666666,0.0,📉 MOVING AWAY,False,40,📉 LOW OVERTAKE CHANCE,0.0,15.955555555555554,0.0
187,8162,1.9786666666666666,0.0,📉 MOVING AWAY,False,40,📉 LOW OVERTAKE CHANCE,0.0,15.955555555555554,0.0
188,8162,1.9786666666666666,0.0,📉 MOVING AWAY,False,40,📉 LOW OVERTAKE CHANCE,0.0,15.955555555555554,0.0
189,8162,1.9786666666666666,0.0,📉 MOVING AWAY,False,40,📉 LOW OVERTAKE CHANCE,0.0,15.955555555555554,0.0
190,8162,1.9786666666666666,0.0,📉 MOVING AWAY,False,37,📉 LOW OVERTAKE CHANCE,0.0,15.955555555555554,0.0
191,8162,1.9786666666666666,0.0,📉 MOVING AWAY,False,34,📉 LOW OVERTAKE CHANCE,0.0,15.955555555555554,0.0
192,8991,2.1796363636363636,0.0,📉 MOVING AWAY,False,31,📉 LOW OVERTAKE CHANCE,0.0,22.654545454545453,0.0
193,8991,2.1796363636363636,0.0,📉 MOVING AWAY,False,29,📉 LOW OVERTAKE CHANCE,0.0,22.654545454545453,0.0
194,8991,2.1796363636363636,0.0,📉 MOVING AWAY,False,27,📉 LOW OVERTAKE CHANCE,0.0,22.654545454545453,0.0
195,8991,2.1394424242424246,663.2000000000007,📈 APPROACHING,True,30,📉 LOW OVERTAKE CHANCE,0.0,21.314747474747485,30.0
196,8991,2.1796363636363636,663.2000000000007,📈 APPROACHING,True,34,📉 LOW OVERTAKE CHANCE,0.0,22.654545454545453,30.0
197,8991,2.1796363636363636,663.2000000000007,📈 APPROACHING,True,38,📉 LOW OVERTAKE CHANCE,0.0,22.654545454545453,30.0
198,8991,2.1796363636363636,663.2000000000007,📈 APPROACHING,True,41,📉 LOW OVERTAKE CHANCE,0.0,22.654545454545453,30.0
199,8991,2.1796363636363636,663.2000000000007,📈 APPROACHING,True,45,⚡ MEDIUM OVERTAKE CHANCE,0.0,22.654545454545453,30.0
200,8991,2.1796363636363636,165.79999999999927,📈 APPROACHING,True,49,⚡ MEDIUM OVERTAKE CHANCE,0.0,22.654545454545453,30.0
201,8991,2.1796363636363636,165.79999999999927,📈 APPROACHING,True,52,⚡ MEDIUM OVERTAKE CHANCE,0.0,22.654545454545453,30.0
