frame,x,y,width,height,box_area,smoothed_area,area_ratio,speed,max_approach_speed,approach_duration,status,is_approaching,overtake_chance,overtake_status,tracking
15,888,493,67,46,3082,3310.6,0.985297619047619,-278,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
16,889,494,63,44,2772,3251.8,0.9677976190476191,-588,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
17,886,492,70,48,3360,3251.8,0.9677976190476191,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
18,886,493,70,48,3360,3217.8,0.9576785714285715,278,278,0,📈 APPROACHING,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
19,886,493,70,48,3360,3217.8,0.9576785714285715,278,278,1,📈 APPROACHING,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
20,887,495,67,46,3082,3190.0,0.9494047619047619,0,278,1,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
21,885,493,70,48,3360,3190.0,0.9494047619047619,588,588,3,📈 APPROACHING,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
22,885,493,70,48,3360,3190.0,0.9494047619047619,0,588,3,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
23,884,492,70,48,3360,3217.8,0.9576785714285715,0,588,3,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
24,883,492,70,48,3360,3245.6,0.9659523809523809,0,588,3,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
25,882,492,70,48,3360,3273.4,0.9742261904761905,278,588,7,📈 APPROACHING,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
26,880,492,70,48,3360,3332.2,0.9917261904761904,0,588,7,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
27,880,492,70,48,3360,3332.2,0.9917261904761904,0,588,7,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
28,880,494,67,46,3082,3304.4,0.983452380952381,-278,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
29,880,495,67,46,3082,3276.6,0.9751785714285715,-278,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
30,878,494,70,48,3360,3304.4,0.983452380952381,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
31,876,493,70,48,3360,3304.4,0.983452380952381,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
32,877,492,67,46,3082,3276.6,0.9751785714285715,-278,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
33,875,491,70,48,3360,3276.6,0.9751785714285715,278,278,0,📈 APPROACHING,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
34,873,488,70,48,3360,3276.6,0.9751785714285715,278,278,1,📈 APPROACHING,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
35,872,488,70,48,3360,3276.6,0.9751785714285715,0,278,1,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
36,870,485,70,48,3360,3276.6,0.9751785714285715,0,278,1,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
37,870,487,67,46,3082,3248.8,0.9669047619047619,0,278,1,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
38,865,487,70,48,3360,3276.6,0.9751785714285715,0,278,1,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
39,864,487,70,48,3360,3304.4,0.983452380952381,0,278,1,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
40,863,487,70,48,3360,3304.4,0.983452380952381,0,278,1,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
41,861,490,67,46,3082,3276.6,0.9751785714285715,-278,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
42,859,489,70,48,3360,3304.4,0.983452380952381,278,278,0,📈 APPROACHING,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
43,856,490,70,48,3360,3304.4,0.983452380952381,0,278,0,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
44,854,490,70,48,3360,3304.4,0.983452380952381,0,278,0,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
45,853,490,70,48,3360,3304.4,0.983452380952381,0,278,0,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
46,850,490,70,48,3360,3304.4,0.983452380952381,278,278,4,📈 APPROACHING,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
47,849,490,70,48,3360,3332.2,0.9917261904761904,0,278,4,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
48,846,490,70,48,3360,3332.2,0.9917261904761904,0,278,4,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
49,845,490,70,48,3360,3332.2,0.9917261904761904,0,278,4,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
50,846,492,67,46,3082,3304.4,0.983452380952381,-278,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
51,843,492,70,48,3360,3332.2,0.9917261904761904,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
52,843,493,67,46,3082,3304.4,0.983452380952381,-278,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
53,842,494,67,46,3082,3276.6,0.9751785714285715,-278,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
54,842,493,70,48,3360,3276.6,0.9751785714285715,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
55,841,493,70,48,3360,3276.6,0.9751785714285715,278,278,0,📈 APPROACHING,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
56,841,491,70,48,3360,3276.6,0.9751785714285715,0,278,0,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
57,841,491,70,48,3360,3276.6,0.9751785714285715,278,278,2,📈 APPROACHING,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
58,841,490,70,48,3360,3276.6,0.9751785714285715,278,278,3,📈 APPROACHING,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
59,842,491,70,48,3360,3276.6,0.9751785714285715,0,278,3,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
60,841,491,70,48,3360,3304.4,0.983452380952381,0,278,3,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
61,839,491,70,48,3360,3304.4,0.983452380952381,0,278,3,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
62,838,491,70,48,3360,3332.2,0.9917261904761904,0,278,3,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
63,835,491,70,48,3360,3360.0,1.0,0,278,3,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
64,833,491,70,48,3360,3360.0,1.0,0,278,3,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
65,832,491,70,48,3360,3360.0,1.0,0,278,3,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
66,830,491,70,48,3360,3360.0,1.0,0,278,3,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
67,828,491,70,48,3360,3360.0,1.0,0,278,3,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
68,827,490,70,48,3360,3360.0,1.0,0,278,3,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
69,826,489,70,48,3360,3360.0,1.0,0,278,3,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
70,826,489,70,48,3360,3360.0,1.0,0,278,3,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
71,826,489,70,48,3360,3360.0,1.0,0,278,3,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
72,826,489,70,48,3360,3360.0,1.0,0,278,3,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
73,827,488,73,50,3650,3389.0,1.0086309523809525,290,290,18,📈 APPROACHING,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
74,829,490,70,48,3360,3389.0,1.0086309523809525,0,290,18,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
75,830,490,70,48,3360,3389.0,1.0086309523809525,0,290,18,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
76,833,490,70,48,3360,3389.0,1.0086309523809525,0,290,18,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
77,834,490,70,48,3360,3389.0,1.0086309523809525,0,290,18,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
78,837,489,70,48,3360,3389.0,1.0086309523809525,-290,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
79,837,489,70,48,3360,3389.0,1.0086309523809525,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
80,839,489,70,48,3360,3389.0,1.0086309523809525,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
81,840,489,70,48,3360,3389.0,1.0086309523809525,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
82,840,489,70,48,3360,3389.0,1.0086309523809525,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
83,840,490,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
84,840,490,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
85,840,490,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
86,840,491,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
87,840,491,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
88,838,490,73,50,3650,3389.0,1.0086309523809525,290,290,0,📈 APPROACHING,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
89,839,490,73,50,3650,3418.0,1.0172619047619047,290,290,1,📈 APPROACHING,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
90,840,491,73,50,3650,3447.0,1.0258928571428572,290,290,2,📈 APPROACHING,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
91,842,491,73,50,3650,3476.0,1.0345238095238096,290,290,3,📈 APPROACHING,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
92,844,490,73,50,3650,3505.0,1.0431547619047619,290,290,4,📈 APPROACHING,True,58,⚡ MEDIUM OVERTAKE CHANCE,success
93,846,490,73,50,3650,3534.0,1.0517857142857143,0,290,4,➡️ STEADY,True,58,⚡ MEDIUM OVERTAKE CHANCE,success
94,846,490,73,50,3650,3563.0,1.0604166666666666,0,290,4,➡️ STEADY,True,58,⚡ MEDIUM OVERTAKE CHANCE,success
95,847,491,73,50,3650,3592.0,1.069047619047619,0,290,4,➡️ STEADY,True,58,⚡ MEDIUM OVERTAKE CHANCE,success
96,848,492,73,50,3650,3621.0,1.0776785714285715,0,290,4,➡️ STEADY,True,58,⚡ MEDIUM OVERTAKE CHANCE,success
97,849,492,73,50,3650,3650.0,1.0863095238095237,0,290,4,➡️ STEADY,True,58,⚡ MEDIUM OVERTAKE CHANCE,success
98,854,494,70,48,3360,3621.0,1.0776785714285715,-290,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
99,854,494,70,48,3360,3592.0,1.069047619047619,-290,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
100,853,492,73,50,3650,3592.0,1.069047619047619,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
101,854,492,73,50,3650,3592.0,1.069047619047619,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
102,855,492,73,50,3650,3592.0,1.069047619047619,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
103,856,492,73,50,3650,3592.0,1.069047619047619,290,290,0,📈 APPROACHING,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
104,858,494,70,48,3360,3563.0,1.0604166666666666,0,290,0,➡️ STEADY,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
105,858,495,70,48,3360,3534.0,1.0517857142857143,-290,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
106,858,496,70,48,3360,3505.0,1.0431547619047619,-290,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
107,859,497,70,48,3360,3476.0,1.0345238095238096,-290,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
108,860,496,70,48,3360,3476.0,1.0345238095238096,-290,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
109,861,496,70,48,3360,3476.0,1.0345238095238096,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
110,862,496,70,48,3360,3447.0,1.0258928571428572,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
111,864,495,70,48,3360,3418.0,1.0172619047619047,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
112,864,495,70,48,3360,3389.0,1.0086309523809525,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
113,865,493,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
114,866,493,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
115,866,493,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
116,868,493,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
117,868,493,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
118,868,493,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
119,868,492,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
120,868,492,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
121,868,492,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
122,867,492,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
123,866,492,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
124,865,492,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
125,864,492,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
126,863,492,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
127,863,492,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
128,860,492,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
129,860,492,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
130,859,492,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
131,857,492,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
132,855,493,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
133,853,493,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
134,853,493,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
135,852,493,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
136,851,494,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
137,849,493,70,48,3360,3360.0,1.0,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
138,846,492,73,50,3650,3389.0,1.0086309523809525,290,290,0,📈 APPROACHING,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
139,846,492,73,50,3650,3418.0,1.0172619047619047,290,290,1,📈 APPROACHING,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
140,846,492,73,50,3650,3447.0,1.0258928571428572,290,290,2,📈 APPROACHING,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
141,845,492,73,50,3650,3476.0,1.0345238095238096,290,290,3,📈 APPROACHING,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
142,844,492,73,50,3650,3505.0,1.0431547619047619,290,290,4,📈 APPROACHING,True,58,⚡ MEDIUM OVERTAKE CHANCE,success
143,843,491,73,50,3650,3534.0,1.0517857142857143,0,290,4,➡️ STEADY,True,58,⚡ MEDIUM OVERTAKE CHANCE,success
144,842,491,73,50,3650,3563.0,1.0604166666666666,0,290,4,➡️ STEADY,True,58,⚡ MEDIUM OVERTAKE CHANCE,success
145,842,490,73,50,3650,3592.0,1.069047619047619,0,290,4,➡️ STEADY,True,58,⚡ MEDIUM OVERTAKE CHANCE,success
146,840,488,77,53,4081,3664.1,1.0905059523809524,431,431,8,📈 APPROACHING,True,58,⚡ MEDIUM OVERTAKE CHANCE,success
147,841,488,77,53,4081,3736.2,1.1119642857142857,431,431,9,📈 APPROACHING,True,58,⚡ MEDIUM OVERTAKE CHANCE,success
148,841,486,73,50,3650,3736.2,1.1119642857142857,0,431,9,➡️ STEADY,True,58,⚡ MEDIUM OVERTAKE CHANCE,success
149,840,485,73,50,3650,3736.2,1.1119642857142857,0,431,9,➡️ STEADY,True,58,⚡ MEDIUM OVERTAKE CHANCE,success
150,840,485,73,50,3650,3736.2,1.1119642857142857,0,431,9,➡️ STEADY,True,58,⚡ MEDIUM OVERTAKE CHANCE,success
151,840,482,73,50,3650,3736.2,1.1119642857142857,-431,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
152,840,481,73,50,3650,3736.2,1.1119642857142857,-431,0,0,📉 MOVING AWAY,False,13,👀 WATCHING FOR OVERTAKE,success
153,839,479,73,50,3650,3736.2,1.1119642857142857,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
154,840,479,73,50,3650,3736.2,1.1119642857142857,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
155,840,478,73,50,3650,3736.2,1.1119642857142857,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
156,840,477,73,50,3650,3693.1,1.0991369047619048,0,0,0,➡️ STEADY,False,13,👀 WATCHING FOR OVERTAKE,success
157,838,476,77,53,4081,3693.1,1.0991369047619048,431,431,0,📈 APPROACHING,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
158,838,475,77,53,4081,3736.2,1.1119642857142857,431,431,1,📈 APPROACHING,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
159,838,475,77,53,4081,3779.3,1.1247916666666666,431,431,2,📈 APPROACHING,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
160,838,474,77,53,4081,3822.4,1.1376190476190478,431,431,3,📈 APPROACHING,True,48,⚡ MEDIUM OVERTAKE CHANCE,success
161,838,474,77,53,4081,3865.5,1.1504464285714286,431,431,4,📈 APPROACHING,True,58,⚡ MEDIUM OVERTAKE CHANCE,success
162,838,472,77,53,4081,3908.6,1.1632738095238095,0,431,4,➡️ STEADY,True,58,⚡ MEDIUM OVERTAKE CHANCE,success
163,839,472,77,53,4081,3951.7,1.1761011904761904,0,431,4,➡️ STEADY,True,58,⚡ MEDIUM OVERTAKE CHANCE,success
164,839,470,77,53,4081,3994.8,1.1889285714285716,0,431,4,➡️ STEADY,True,58,⚡ MEDIUM OVERTAKE CHANCE,success
165,837,469,81,56,4536,4083.4,1.215297619047619,455,455,8,📈 APPROACHING,True,59,⚡ MEDIUM OVERTAKE CHANCE,success
166,837,468,85,58,4930,4211.4,1.253392857142857,849,849,9,📈 APPROACHING,True,60,⚡ MEDIUM OVERTAKE CHANCE,success
167,837,468,85,58,4930,4296.3,1.2786607142857143,849,849,10,📈 APPROACHING,True,61,⚡ MEDIUM OVERTAKE CHANCE,success
168,837,469,85,58,4930,4381.2,1.3039285714285713,849,849,11,📈 APPROACHING,True,62,⚡ MEDIUM OVERTAKE CHANCE,success
169,837,469,85,58,4930,4466.1,1.3291964285714286,849,849,12,📈 APPROACHING,True,63,⚡ MEDIUM OVERTAKE CHANCE,success
170,838,469,85,58,4930,4551.0,1.3544642857142857,394,849,13,📈 APPROACHING,True,64,⚡ MEDIUM OVERTAKE CHANCE,success
171,838,469,85,58,4930,4635.9,1.3797321428571427,0,849,13,➡️ STEADY,True,65,⚡ MEDIUM OVERTAKE CHANCE,success
172,838,469,85,58,4930,4720.8,1.405,0,849,13,➡️ STEADY,True,66,⚡ MEDIUM OVERTAKE CHANCE,success
173,840,469,85,58,4930,4805.7,1.430267857142857,0,849,13,➡️ STEADY,True,67,⚡ MEDIUM OVERTAKE CHANCE,success
174,840,469,85,58,4930,4890.6,1.4555357142857144,0,849,13,➡️ STEADY,True,68,⚡ MEDIUM OVERTAKE CHANCE,success
175,840,469,85,58,4930,4930.0,1.4672619047619047,0,849,13,➡️ STEADY,True,68,⚡ MEDIUM OVERTAKE CHANCE,success
176,842,469,85,58,4930,4930.0,1.4672619047619047,0,849,13,➡️ STEADY,True,68,⚡ MEDIUM OVERTAKE CHANCE,success
177,842,470,85,58,4930,4930.0,1.4672619047619047,0,849,13,➡️ STEADY,True,68,⚡ MEDIUM OVERTAKE CHANCE,success
178,843,471,85,58,4930,4930.0,1.4672619047619047,0,849,13,➡️ STEADY,True,68,⚡ MEDIUM OVERTAKE CHANCE,success
179,843,470,85,58,4930,4930.0,1.4672619047619047,0,849,13,➡️ STEADY,True,68,⚡ MEDIUM OVERTAKE CHANCE,success
180,844,470,85,58,4930,4930.0,1.4672619047619047,0,849,13,➡️ STEADY,True,68,⚡ MEDIUM OVERTAKE CHANCE,success
181,844,470,85,58,4930,4930.0,1.4672619047619047,0,849,13,➡️ STEADY,True,68,⚡ MEDIUM OVERTAKE CHANCE,success
182,845,469,85,58,4930,4930.0,1.4672619047619047,0,849,13,➡️ STEADY,True,68,⚡ MEDIUM OVERTAKE CHANCE,success
183,844,469,85,58,4930,4930.0,1.4672619047619047,0,849,13,➡️ STEADY,True,68,⚡ MEDIUM OVERTAKE CHANCE,success
184,843,468,89,61,5429,4979.9,1.4821130952380952,499,849,27,📈 APPROACHING,True,68,⚡ MEDIUM OVERTAKE CHANCE,success
185,843,468,89,61,5429,5029.8,1.4969642857142857,499,849,28,📈 APPROACHING,True,68,⚡ MEDIUM OVERTAKE CHANCE,success
186,843,465,89,61,5429,5079.7,1.511815476190476,499,849,29,📈 APPROACHING,True,63,⚡ MEDIUM OVERTAKE CHANCE,success
187,844,465,89,61,5429,5129.6,1.5266666666666668,499,849,30,📈 APPROACHING,True,64,⚡ MEDIUM OVERTAKE CHANCE,success
188,842,463,94,64,6016,5238.2,1.5589880952380952,1086,1086,31,📈 APPROACHING,True,66,⚡ MEDIUM OVERTAKE CHANCE,success
189,843,463,94,64,6016,5346.8,1.5913095238095238,587,1086,32,📈 APPROACHING,True,67,⚡ MEDIUM OVERTAKE CHANCE,success
190,843,465,94,64,6016,5455.4,1.6236309523809522,587,1086,33,📈 APPROACHING,True,69,⚡ MEDIUM OVERTAKE CHANCE,success
191,843,466,94,64,6016,5564.0,1.6559523809523808,587,1086,34,📈 APPROACHING,True,71,🚀 HIGH OVERTAKE CHANCE!,success
192,844,467,94,64,6016,5672.6,1.6882738095238097,587,1086,35,📈 APPROACHING,True,72,🚀 HIGH OVERTAKE CHANCE!,success
193,842,466,98,68,6664,5846.0,1.7398809523809524,648,1086,36,📈 APPROACHING,True,75,🚀 HIGH OVERTAKE CHANCE!,success
194,843,467,98,68,6664,5969.5,1.7766369047619048,648,1086,37,📈 APPROACHING,True,77,🚀 HIGH OVERTAKE CHANCE!,success
195,844,467,98,68,6664,6093.0,1.8133928571428573,648,1086,38,📈 APPROACHING,True,79,🚀 HIGH OVERTAKE CHANCE!,success
196,844,466,98,68,6664,6216.5,1.8501488095238094,648,1086,39,📈 APPROACHING,True,81,🚀 HIGH OVERTAKE CHANCE!,success
197,846,466,98,68,6664,6340.0,1.8869047619047619,648,1086,40,📈 APPROACHING,True,83,🚀 HIGH OVERTAKE CHANCE!,success
198,844,465,103,71,7313,6469.7,1.9255059523809523,649,1086,41,📈 APPROACHING,True,85,🚀 HIGH OVERTAKE CHANCE!,success
199,846,465,103,71,7313,6599.4,1.9641071428571428,649,1086,42,📈 APPROACHING,True,87,🚀 HIGH OVERTAKE CHANCE!,success
200,847,464,103,71,7313,6729.1,2.0027083333333335,649,1086,43,📈 APPROACHING,True,89,🚀 HIGH OVERTAKE CHANCE!,success
201,847,465,103,71,7313,6858.8,2.041309523809524,649,1086,44,📈 APPROACHING,True,91,🚀 HIGH OVERTAKE CHANCE!,success
