frame,x,y,width,height,box_area,smoothed_area,area_ratio,speed,max_approach_speed,approach_duration,status,is_approaching,overtake_chance,overtake_status,tracking
20,889,499,69,43,2967,2968.2,1.0004044489383215,-273,0,0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
21,887,499,69,43,2967,2968.2,1.0004044489383215,0,0,0,➡️ STEADY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
22,886,498,72,45,3240,2995.5,1.0096056622851366,273,273,0,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
23,886,497,72,45,3240,3022.8,1.0188068756319515,534,534,1,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
24,885,496,72,45,3240,3050.1,1.0280080889787664,273,534,2,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
25,884,496,72,45,3240,3050.1,1.0280080889787664,273,534,3,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
26,884,498,69,43,2967,3050.1,1.0280080889787664,0,534,3,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
27,883,498,69,43,2967,3050.1,1.0280080889787664,-273,0,0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
28,884,499,66,41,2706,3050.1,1.0280080889787664,-534,0,0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
29,881,499,69,43,2967,3050.1,1.0280080889787664,-273,0,0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
30,881,499,69,43,2967,3050.1,1.0280080889787664,-273,0,0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
31,878,498,72,45,3240,3077.4,1.0372093023255815,273,273,0,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
32,877,497,72,45,3240,3077.4,1.0372093023255815,273,273,1,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
33,875,495,76,47,3572,3110.6,1.0483990562858105,866,866,2,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
34,873,493,76,47,3572,3143.8,1.0595888102460398,605,866,3,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
35,873,493,76,47,3572,3177.0,1.070778564206269,605,866,4,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
36,870,491,76,47,3572,3237.5,1.0911695315133132,332,866,5,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
37,868,491,76,47,3572,3298.0,1.1115604988203573,332,866,6,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
38,867,492,72,45,3240,3351.4,1.1295584765756657,-332,0,0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
39,867,493,69,43,2967,3351.4,1.1295584765756657,-605,0,0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
40,866,493,69,43,2967,3351.4,1.1295584765756657,-605,0,0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
41,863,494,69,43,2967,3324.1,1.1203572632288508,-605,0,0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
42,861,495,69,43,2967,3296.8,1.1111560498820359,-605,0,0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
43,859,496,69,43,2967,3236.3,1.0907650825749917,-273,0,0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
44,857,496,69,43,2967,3175.8,1.0703741152679476,0,0,0,➡️ STEADY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
45,855,496,69,43,2967,3115.3,1.0499831479609034,0,0,0,➡️ STEADY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
46,853,496,69,43,2967,3054.8,1.0295921806538593,0,0,0,➡️ STEADY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
47,852,496,69,43,2967,2994.3,1.0092012133468151,0,0,0,➡️ STEADY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
48,851,496,66,41,2706,2940.9,0.9912032355915066,-261,0,0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
49,848,496,69,43,2967,2940.9,0.9912032355915066,0,0,0,➡️ STEADY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
50,847,496,69,43,2967,2940.9,0.9912032355915066,0,0,0,➡️ STEADY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
51,844,497,72,45,3240,2968.2,1.0004044489383215,273,273,0,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
52,843,497,72,45,3240,2995.5,1.0096056622851366,273,273,1,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
53,843,497,72,45,3240,3022.8,1.0188068756319515,534,534,2,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
54,844,498,69,43,2967,3022.8,1.0188068756319515,0,534,2,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
55,844,498,69,43,2967,3022.8,1.0188068756319515,0,534,2,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
56,844,497,69,43,2967,3022.8,1.0188068756319515,-273,0,0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
57,843,496,72,45,3240,3050.1,1.0280080889787664,0,0,0,➡️ STEADY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
58,843,495,72,45,3240,3103.5,1.046006066734075,0,0,0,➡️ STEADY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
59,843,496,72,45,3240,3130.8,1.0552072800808898,273,273,0,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
60,842,495,72,45,3240,3158.1,1.0644084934277047,273,273,1,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
61,840,495,72,45,3240,3158.1,1.0644084934277047,273,273,2,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
62,841,496,69,43,2967,3130.8,1.0552072800808898,-273,0,0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
63,836,495,72,45,3240,3130.8,1.0552072800808898,0,0,0,➡️ STEADY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
64,834,495,72,45,3240,3158.1,1.0644084934277047,0,0,0,➡️ STEADY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
65,836,496,69,43,2967,3158.1,1.0644084934277047,-273,0,0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
66,830,496,72,45,3240,3185.4,1.0736097067745198,0,0,0,➡️ STEADY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
67,829,495,72,45,3240,3185.4,1.0736097067745198,273,273,0,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
68,827,494,76,47,3572,3218.6,1.0847994607347489,332,332,1,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
69,826,494,76,47,3572,3251.8,1.0959892146949781,332,332,2,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
70,826,494,76,47,3572,3285.0,1.1071789686552074,605,605,3,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
71,826,494,76,47,3572,3318.2,1.1183687226154364,332,605,4,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
72,826,493,76,47,3572,3378.7,1.1387596899224806,332,605,5,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
73,829,494,72,45,3240,3378.7,1.1387596899224806,-332,0,0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
74,829,495,72,45,3240,3378.7,1.1387596899224806,-332,0,0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
75,831,494,72,45,3240,3406.0,1.1479609032692957,-332,0,0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
76,834,494,72,45,3240,3406.0,1.1479609032692957,-332,0,0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
77,836,495,69,43,2967,3378.7,1.1387596899224806,-605,0,0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
78,838,494,72,45,3240,3345.5,1.1275699359622515,0,0,0,➡️ STEADY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
79,839,494,72,45,3240,3312.3,1.1163801820020223,0,0,0,➡️ STEADY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
80,840,494,72,45,3240,3279.1,1.105190428041793,0,0,0,➡️ STEADY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
81,840,494,72,45,3240,3245.9,1.094000674081564,0,0,0,➡️ STEADY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
82,841,494,72,45,3240,3212.7,1.0828109201213347,273,273,0,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
83,841,495,72,45,3240,3212.7,1.0828109201213347,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
84,841,495,72,45,3240,3212.7,1.0828109201213347,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
85,842,495,72,45,3240,3212.7,1.0828109201213347,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
86,842,495,72,45,3240,3212.7,1.0828109201213347,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
87,842,496,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
88,842,496,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
89,842,496,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
90,842,496,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
91,845,496,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
92,846,496,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
93,848,496,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
94,849,496,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
95,849,496,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
96,850,499,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
97,851,498,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
98,854,498,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
99,855,499,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
100,855,498,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
101,857,498,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
102,859,498,69,43,2967,3212.7,1.0828109201213347,-273,0,0,📉 MOVING AWAY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
103,858,498,72,45,3240,3212.7,1.0828109201213347,0,0,0,➡️ STEADY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
104,858,499,72,45,3240,3212.7,1.0828109201213347,0,0,0,➡️ STEADY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
105,858,500,72,45,3240,3212.7,1.0828109201213347,0,0,0,➡️ STEADY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
106,859,501,72,45,3240,3212.7,1.0828109201213347,0,0,0,➡️ STEADY,False,0,🔒 NO OVERTAKE OPPORTUNITY,success
107,860,501,72,45,3240,3212.7,1.0828109201213347,273,273,0,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
108,862,501,72,45,3240,3212.7,1.0828109201213347,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
109,862,501,72,45,3240,3212.7,1.0828109201213347,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
110,862,501,72,45,3240,3212.7,1.0828109201213347,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
111,865,500,72,45,3240,3212.7,1.0828109201213347,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
112,866,500,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
113,867,499,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
114,867,499,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
115,868,498,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
116,869,498,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
117,869,499,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
118,869,498,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
119,869,498,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
120,869,498,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
121,869,497,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
122,869,497,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
123,868,498,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
124,866,497,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
125,865,498,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
126,864,497,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
127,864,497,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
128,862,497,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
129,861,497,72,45,3240,3240.0,1.0920121334681496,0,273,0,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
130,858,496,76,47,3572,3273.2,1.1032018874283789,332,332,23,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
131,857,497,76,47,3572,3306.4,1.1143916413886081,332,332,24,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
132,855,497,76,47,3572,3339.6,1.1255813953488372,332,332,25,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
133,853,497,76,47,3572,3372.8,1.1367711493090664,332,332,26,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
134,853,497,76,47,3572,3406.0,1.1479609032692957,332,332,27,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
135,852,498,76,47,3572,3439.2,1.1591506572295247,0,332,27,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
136,850,498,76,47,3572,3472.4,1.170340411189754,0,332,27,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
137,849,497,76,47,3572,3505.6,1.1815301651499832,0,332,27,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
138,848,497,76,47,3572,3538.8,1.1927199191102125,0,332,27,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
139,848,498,76,47,3572,3572.0,1.2039096730704415,0,332,27,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
140,847,497,76,47,3572,3572.0,1.2039096730704415,0,332,27,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
141,846,497,76,47,3572,3572.0,1.2039096730704415,0,332,27,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
142,846,497,76,47,3572,3572.0,1.2039096730704415,0,332,27,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
143,844,497,76,47,3572,3572.0,1.2039096730704415,0,332,27,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
144,841,496,80,50,4000,3614.8,1.218335018537243,428,428,37,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
145,840,495,84,52,4368,3694.4,1.2451634647792382,796,796,38,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
146,841,494,84,52,4368,3774.0,1.2719919110212337,796,796,39,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
147,839,491,88,55,4840,3900.8,1.3147286821705426,1268,1268,40,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
148,839,490,88,55,4840,4027.6,1.3574654533198516,1268,1268,41,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
149,838,489,88,55,4840,4154.4,1.4002022244691605,840,1268,42,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
150,838,489,88,55,4840,4281.2,1.4429389956184697,472,1268,43,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
151,838,485,88,55,4840,4408.0,1.485675766767779,472,1268,44,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
152,838,484,88,55,4840,4534.8,1.528412537917088,0,1268,44,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
153,838,484,88,55,4840,4661.6,1.571149309066397,0,1268,44,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
154,838,483,88,55,4840,4745.6,1.5994607347489047,0,1268,44,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
155,838,482,88,55,4840,4792.8,1.6153690596562185,0,1268,44,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
156,838,481,88,55,4840,4840.0,1.6312773845635322,0,1268,44,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
157,838,480,88,55,4840,4840.0,1.6312773845635322,0,1268,44,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
158,837,480,88,55,4840,4840.0,1.6312773845635322,0,1268,44,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
159,837,480,88,55,4840,4840.0,1.6312773845635322,0,1268,44,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
160,837,479,88,55,4840,4840.0,1.6312773845635322,0,1268,44,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
161,837,478,88,55,4840,4840.0,1.6312773845635322,0,1268,44,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
162,838,478,88,55,4840,4840.0,1.6312773845635322,0,1268,44,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
163,838,476,88,55,4840,4840.0,1.6312773845635322,0,1268,44,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
164,838,475,88,55,4840,4840.0,1.6312773845635322,0,1268,44,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
165,838,475,88,55,4840,4840.0,1.6312773845635322,0,1268,44,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
166,839,474,88,55,4840,4840.0,1.6312773845635322,0,1268,44,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
167,839,475,88,55,4840,4840.0,1.6312773845635322,0,1268,44,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
168,839,475,88,55,4840,4840.0,1.6312773845635322,0,1268,44,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
169,839,475,88,55,4840,4840.0,1.6312773845635322,0,1268,44,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
170,839,475,88,55,4840,4840.0,1.6312773845635322,0,1268,44,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
171,839,475,88,55,4840,4840.0,1.6312773845635322,0,1268,44,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
172,840,475,88,55,4840,4840.0,1.6312773845635322,0,1268,44,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
173,839,473,92,58,5336,4889.6,1.6479946073474891,496,1268,66,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
174,840,474,92,58,5336,4939.2,1.6647118301314459,496,1268,67,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
175,841,474,92,58,5336,4988.8,1.6814290529154028,496,1268,68,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
176,842,475,92,58,5336,5038.4,1.6981462756993595,496,1268,69,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
177,842,476,92,58,5336,5088.0,1.7148634984833164,496,1268,70,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
178,844,476,92,58,5336,5137.6,1.7315807212672734,0,1268,70,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
179,844,476,92,58,5336,5187.2,1.74829794405123,0,1268,70,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
180,844,476,92,58,5336,5236.8,1.7650151668351872,0,1268,70,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
181,845,476,92,58,5336,5286.4,1.7817323896191437,0,1268,70,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
182,845,475,92,58,5336,5336.0,1.7984496124031009,0,1268,70,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
183,845,475,92,58,5336,5336.0,1.7984496124031009,0,1268,70,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
184,845,474,92,58,5336,5336.0,1.7984496124031009,0,1268,70,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
185,846,474,92,58,5336,5336.0,1.7984496124031009,0,1268,70,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
186,846,471,92,58,5336,5336.0,1.7984496124031009,0,1268,70,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
187,845,471,92,58,5336,5336.0,1.7984496124031009,0,1268,70,➡️ STEADY,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
188,843,470,97,61,5917,5394.1,1.818031681833502,581,1268,81,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
189,844,470,97,61,5917,5452.2,1.8376137512639028,581,1268,82,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
190,846,471,97,61,5917,5510.3,1.857195820694304,581,1268,83,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
191,845,472,97,61,5917,5568.4,1.876777890124705,581,1268,84,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
192,846,473,97,61,5917,5626.5,1.8963599595551062,581,1268,85,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
193,844,472,102,64,6528,5745.7,1.9365352207617121,611,1268,86,📈 APPROACHING,True,0,🔒 NO OVERTAKE OPPORTUNITY,success
